danceability,energy,valence,tempo,loudness,acousticness,speechiness,instrumentalness,mood
0.615,0.658,0.293,150.093,-7.299,0.096,0.0343,0.000911,Calm
0.781,0.501,0.961,134.014,-9.767,0.66,0.0333,3.78e-06,Calm
0.668,0.501,0.858,87.086,-13.119,0.342,0.0629,0.0,Calm
0.606,0.361,0.621,121.059,-16.031,0.264,0.0346,3.39e-05,Calm
0.363,0.361,0.612,187.711,-14.398,0.623,0.0499,0.00119,Calm
0.434,0.586,0.239,78.259,-7.612,0.753,0.138,0.0144,Calm
0.545,0.545,0.549,159.94,-7.362,0.667,0.107,5.48e-05,Calm
0.524,0.364,0.436,75.24,-10.209,0.808,0.0367,0.0,Calm
0.662,0.507,0.676,86.412,-8.238,0.257,0.118,0.0,Calm
0.684,0.607,0.498,81.001,-8.127,0.0267,0.1,0.000307,Calm
0.559,0.551,0.392,143.008,-7.231,0.141,0.132,0.0,Calm
0.609,0.444,0.166,118.402,-9.129,0.603,0.106,6.86e-06,Sad
0.689,0.394,0.382,117.489,-10.102,0.711,0.065,0.000905,Sad
0.911,0.551,0.969,92.887,-3.75,0.133,0.045,4.35e-05,Calm
0.662,0.693,0.655,86.009,-4.298,0.134,0.0698,0.0,Calm
0.692,0.684,0.406,112.912,-7.364,0.131,0.155,0.0,Calm
0.372,0.239,0.127,113.451,-11.314,0.856,0.0296,0.000175,Sad
0.81,0.307,0.697,92.995,-7.215,0.16,0.12,0.00298,Calm
0.45,0.352,0.408,102.679,-11.733,0.649,0.267,3.8e-06,Calm
0.665,0.695,0.707,90.119,-5.763,0.347,0.0532,0.0,Happy
0.652,0.609,0.482,95.986,-7.519,0.263,0.037,0.00101,Calm
0.358,0.284,0.276,99.796,-8.285,0.805,0.0285,0.0,Sad
0.583,0.344,0.581,65.203,-8.765,0.774,0.0559,0.0,Calm
0.452,0.574,0.578,92.795,-8.336,0.245,0.311,0.0,Calm
0.704,0.707,0.761,93.145,-6.537,0.539,0.0391,0.00106,Happy
0.536,0.612,0.57,86.768,-5.847,0.119,0.272,0.0,Calm
0.644,0.735,0.418,88.98,-5.747,0.0521,0.0391,0.144,Calm
0.646,0.503,0.789,137.007,-7.472,0.00426,0.0312,0.000279,Calm
0.641,0.552,0.152,90.098,-5.423,0.027,0.0283,4.63e-06,Calm
0.59,0.698,0.352,95.975,-4.262,0.000176,0.0286,0.0,Calm
0.741,0.61,0.72,125.99,-7.34,0.316,0.0511,0.0,Happy
0.838,0.705,0.837,96.644,-6.131,0.195,0.29,0.0,Happy
0.617,0.378,0.22,141.967,-8.54,0.428,0.0315,9.16e-05,Sad
0.716,0.43,0.472,129.93,-8.28,0.482,0.112,0.0,Calm
0.657,0.629,0.726,93.985,-4.938,0.194,0.0782,0.0,Happy
0.347,0.493,0.308,82.887,-11.548,0.455,0.29,0.00366,Sad
0.795,0.594,0.409,135.002,-6.2,0.112,0.0748,0.0,Calm
0.602,0.5,0.395,132.798,-9.377,0.477,0.298,5.69e-05,Calm
0.707,0.618,0.517,133.876,-5.825,0.17,0.19,0.0,Calm
0.796,0.477,0.685,119.928,-7.161,0.314,0.108,0.0,Calm
0.673,0.681,0.707,171.864,-5.693,0.52,0.118,0.0,Happy
0.686,0.588,0.617,94.519,-8.343,0.178,0.0554,0.0,Calm
0.856,0.5,0.886,135.03,-9.393,0.487,0.18,0.0,Calm
0.61,0.725,0.291,146.163,-5.131,0.367,0.15,0.0,Calm
0.816,0.5,0.649,124.037,-4.551,0.0227,0.03,1.53e-06,Calm
0.412,0.876,0.706,130.21,-6.008,0.102,0.472,0.0,Happy
0.81,0.538,0.832,109.97,-5.783,0.53,0.0357,0.0,Calm
0.764,0.394,0.465,92.009,-8.559,0.231,0.152,9.37e-05,Calm
0.727,0.552,0.607,168.19,-8.074,0.226,0.14,0.00016,Calm
0.573,0.712,0.346,140.012,-5.976,0.0572,0.0732,0.0,Calm
0.625,0.576,0.235,179.063,-5.693,0.0543,0.175,4.07e-05,Calm
0.4,0.366,0.161,73.313,-9.405,0.242,0.0597,0.0,Sad
0.549,0.242,0.286,144.211,-11.692,0.809,0.038,8.1e-05,Sad
0.62,0.721,0.77,169.904,-5.538,0.0422,0.0887,0.0075,Happy
0.845,0.467,0.702,138.007,-7.674,0.0586,0.138,0.0,Calm
0.617,0.635,0.446,103.019,-6.769,0.0498,0.0317,1.44e-05,Calm
0.671,0.939,0.53,129.024,-3.206,0.191,0.161,0.0,Energetic
0.475,0.715,0.159,199.892,-5.371,0.0863,0.058,2.67e-05,Calm
0.646,0.823,0.418,128.035,-4.123,0.213,0.0394,0.0,Energetic
0.527,0.835,0.654,125.983,-5.298,0.0166,0.0433,0.0,Energetic
0.88,0.751,0.884,117.948,-4.258,0.177,0.0874,6.43e-05,Happy
0.782,0.685,0.603,118.02,-6.237,0.166,0.0309,1.18e-05,Calm
0.748,0.524,0.661,95.01,-5.599,0.414,0.0338,0.0,Calm
0.468,0.627,0.159,179.642,-5.085,0.0281,0.0476,7.97e-06,Calm
0.596,0.856,0.743,127.949,-3.556,0.0211,0.0346,0.0178,Happy
0.694,0.77,0.163,125.905,-5.335,0.176,0.149,1.1e-05,Energetic
0.581,0.963,0.788,129.992,-4.087,0.0295,0.0981,0.0,Happy
0.604,0.787,0.301,126.062,-3.674,0.0679,0.103,0.15,Energetic
0.664,0.714,0.71,101.969,-6.645,0.0353,0.111,8.42e-06,Happy
0.636,0.815,0.636,123.063,-5.098,0.0185,0.0581,0.0,Energetic
0.579,0.736,0.613,127.999,-3.863,0.31,0.0527,0.0,Calm
0.73,0.777,0.575,130.003,-5.194,0.105,0.0496,0.000486,Energetic
0.533,0.869,0.425,159.805,-5.093,0.156,0.173,0.00538,Energetic
0.414,0.857,0.348,128.024,-4.078,0.0287,0.0808,0.00574,Energetic
0.608,0.86,0.437,127.075,-5.324,0.0991,0.0554,0.0,Energetic
0.794,0.811,0.862,116.047,-8.966,0.0426,0.038,1.07e-06,Happy
0.646,0.741,0.571,123.077,-4.973,0.0275,0.034,0.0,Calm
0.501,0.519,0.168,133.99,-5.88,0.109,0.0409,0.0,Calm
0.793,0.717,0.466,121.985,-4.759,0.0927,0.0393,3.6e-05,Calm
0.772,0.685,0.501,130.039,-6.849,0.019,0.0696,8.96e-05,Calm
0.631,0.927,0.465,123.962,-2.787,0.199,0.0332,0.119,Energetic
0.79,0.593,0.72,119.958,-9.204,0.0983,0.0776,0.00202,Calm
0.735,0.766,0.6,127.975,-4.485,0.025,0.0383,0.00141,Energetic
0.829,0.51,0.45,119.994,-9.334,0.00821,0.0369,0.00143,Calm
0.616,0.869,0.473,127.966,-3.911,0.0283,0.0327,0.0,Energetic
0.544,0.915,0.51,126.094,-3.405,0.129,0.0841,0.000914,Energetic
0.72,0.741,0.357,119.896,-6.529,0.101,0.0287,1.41e-05,Calm
0.613,0.697,0.476,122.746,-8.618,0.0194,0.133,0.0,Calm
0.704,0.634,0.411,113.927,-7.374,0.393,0.0428,3.17e-05,Calm
0.73,0.861,0.704,117.965,-4.1,0.39,0.0451,0.0,Happy
0.621,0.989,0.0348,126.002,-4.225,0.015,0.0434,0.357,Energetic
0.506,0.805,0.383,126.008,-4.119,0.00711,0.0469,0.00193,Energetic
0.583,0.695,0.224,104.879,-5.336,0.0138,0.0423,0.0,Calm
0.498,0.862,0.469,128.036,-6.02,0.000313,0.0588,0.00918,Energetic
0.56,0.857,0.432,119.975,-4.145,0.0594,0.0384,0.0,Energetic
0.509,0.781,0.176,128.0,-3.48,0.0398,0.072,0.0,Energetic
0.596,0.73,0.525,85.979,-4.091,0.24,0.151,0.0,Calm
0.78,0.568,0.459,117.973,-6.96,0.668,0.031,0.000168,Calm
0.778,0.463,0.496,121.999,-7.603,0.546,0.0389,0.00289,Calm
0.674,0.774,0.33,112.05,-7.567,0.0686,0.0892,0.00188,Energetic
0.572,0.81,0.11,126.052,-5.791,0.0157,0.0558,6.53e-06,Energetic
0.751,0.781,0.814,119.977,-3.724,0.0039,0.0862,0.0,Happy
0.799,0.586,0.549,120.97,-6.735,0.162,0.0377,2.03e-06,Calm
0.789,0.72,0.664,122.031,-5.652,0.223,0.218,0.0,Calm
0.798,0.62,0.235,120.031,-7.079,0.414,0.232,0.0192,Calm
0.69,0.622,0.544,102.04,-5.025,0.253,0.0622,0.0,Calm
0.75,0.736,0.355,130.011,-4.168,0.0202,0.155,0.0,Calm
0.713,0.802,0.343,100.001,-7.055,0.0435,0.0561,0.00377,Energetic
0.711,0.906,0.824,125.916,-2.671,0.00952,0.0284,1.64e-05,Happy
0.691,0.921,0.8,130.072,-1.702,0.173,0.0533,0.0,Happy
0.956,0.795,0.841,121.294,-5.311,0.00356,0.15,0.889,Happy
0.551,0.833,0.145,129.885,-5.217,0.0391,0.03,2.77e-06,Energetic
0.883,0.817,0.595,128.078,-5.414,0.601,0.235,0.00449,Energetic
0.503,0.748,0.356,125.896,-4.124,0.0305,0.0619,0.0,Calm
0.599,0.392,0.26,75.066,-6.869,0.378,0.0257,0.000107,Sad
0.561,0.604,0.242,159.92,-4.409,0.199,0.0337,1.9e-05,Calm
0.591,0.473,0.451,152.88,-8.122,0.694,0.0708,0.00334,Calm
0.521,0.592,0.535,157.969,-7.777,0.308,0.0304,0.0,Calm
0.747,0.507,0.438,104.978,-10.171,0.2,0.0358,0.0608,Calm
0.7,0.582,0.785,116.712,-5.96,0.0502,0.0356,0.0,Calm
0.701,0.76,0.69,103.969,-5.478,0.107,0.0285,6.54e-05,Energetic
0.561,0.604,0.242,159.92,-4.409,0.199,0.0337,1.9e-05,Calm
0.569,0.882,0.201,148.038,-2.777,0.0316,0.06,0.0,Energetic
0.635,0.601,0.332,123.994,-6.129,0.246,0.0295,0.0,Calm
0.742,0.757,0.957,139.982,-4.981,0.0187,0.0421,0.0,Happy
0.898,0.472,0.214,101.061,-7.001,0.0107,0.0776,0.0,Sad
0.432,0.583,0.544,181.489,-4.682,0.174,0.0687,0.0,Calm
0.722,0.709,0.604,81.012,-4.95,0.0633,0.0273,0.0,Calm
0.727,0.782,0.655,119.992,-8.529,0.0563,0.042,0.336,Energetic
0.464,0.745,0.262,180.098,-3.202,0.0235,0.161,0.0,Calm
0.669,0.586,0.579,107.071,-6.073,0.274,0.054,0.0,Calm
0.561,0.965,0.304,128.04,-3.673,0.00383,0.0343,7.07e-06,Energetic
0.571,0.544,0.216,132.052,-10.613,0.453,0.0299,0.00805,Calm
0.477,0.854,0.314,140.515,-4.715,0.0858,0.275,0.0,Energetic
0.472,0.471,0.219,105.029,-5.692,0.151,0.0603,0.0,Sad
0.776,0.667,0.618,130.019,-6.622,0.0146,0.0983,0.3,Calm
0.599,0.946,0.747,151.647,-4.263,0.000938,0.0447,0.0106,Happy
0.638,0.855,0.731,127.986,-4.86,0.00757,0.0264,0.0,Happy
0.745,0.642,0.226,179.974,-6.257,0.0204,0.287,0.0,Calm
0.476,0.829,0.505,139.198,-3.806,0.0172,0.0658,0.00916,Energetic
0.64,0.552,0.112,144.941,-5.679,0.0215,0.129,0.0,Calm
0.915,0.453,0.287,139.943,-4.589,0.0872,0.27,0.000163,Sad
0.704,0.787,0.31,119.996,-6.751,0.00926,0.0462,0.00538,Energetic
0.853,0.618,0.32,126.031,-10.833,0.633,0.0923,0.89,Calm
0.701,0.751,0.22,129.994,-8.39,0.123,0.0502,0.0,Energetic
0.804,0.957,0.962,126.035,-5.452,0.125,0.034,0.0174,Happy
0.592,0.457,0.225,146.04,-6.081,0.661,0.0603,0.000331,Sad
0.687,0.792,0.671,100.011,-2.749,0.191,0.0452,0.0,Energetic
0.814,0.676,0.312,162.012,-4.67,0.00709,0.231,1.28e-05,Calm
0.755,0.522,0.925,89.96,-4.368,0.533,0.0575,0.0,Calm
0.847,0.622,0.22,130.001,-6.747,0.119,0.0903,0.0,Calm
0.646,0.668,0.64,90.969,-5.203,0.491,0.0282,0.0,Calm
0.625,0.733,0.244,172.09,-8.757,0.00598,0.0488,0.000983,Calm
0.463,0.642,0.339,83.389,-4.474,0.314,0.34,0.0,Calm
0.634,0.761,0.785,129.963,-4.752,0.00537,0.0472,0.0,Happy
0.921,0.537,0.711,128.009,-5.723,0.556,0.0804,0.00404,Calm
0.808,0.745,0.829,165.995,-5.26,0.145,0.342,0.0,Happy
0.771,0.741,0.19,120.064,-7.132,0.0245,0.0374,0.000163,Calm
0.887,0.727,0.932,130.035,-4.318,0.381,0.135,1.16e-06,Happy
0.673,0.95,0.563,150.019,-5.149,0.0229,0.0488,0.0823,Energetic
0.857,0.62,0.796,120.042,-8.13,0.646,0.0472,0.244,Happy
0.936,0.887,0.889,127.003,-2.76,0.0292,0.0683,1.88e-06,Happy
0.645,0.646,0.295,115.842,-8.334,0.0615,0.0427,3.04e-05,Calm
0.896,0.586,0.642,116.971,-6.687,0.104,0.0559,0.0,Calm
0.943,0.558,0.606,104.983,-4.911,0.0026,0.0568,2.19e-06,Calm
0.732,0.75,0.401,155.096,-6.366,0.00264,0.231,0.0,Energetic
0.882,0.764,0.886,140.113,-5.241,0.359,0.204,0.0,Happy
0.762,0.632,0.282,121.031,-8.312,0.51,0.085,0.000205,Calm
0.829,0.512,0.638,80.511,-5.865,0.492,0.187,0.0,Calm
0.701,0.716,0.732,91.007,-3.671,0.174,0.0361,0.0,Happy
0.681,0.773,0.504,129.923,-4.706,0.0863,0.0345,0.734,Energetic
0.529,0.673,0.366,165.921,-4.711,0.000307,0.175,2.41e-06,Calm
0.709,0.583,0.533,116.624,-5.298,0.138,0.204,2.97e-06,Calm
0.702,0.797,0.0356,122.011,-6.635,0.583,0.0557,0.495,Energetic
0.918,0.681,0.706,139.057,-4.705,0.263,0.201,0.0,Happy
0.671,0.753,0.543,127.926,-6.045,0.019,0.0298,1.29e-05,Energetic
0.62,0.761,0.194,146.003,-7.282,0.207,0.175,0.000147,Energetic
0.904,0.452,0.613,90.026,-7.272,0.174,0.132,0.0,Calm
0.803,0.512,0.435,96.02,-6.871,0.128,0.066,0.0,Calm
0.831,0.643,0.142,139.948,-5.002,0.046,0.11,0.0,Calm
0.574,0.567,0.526,75.965,-7.126,0.164,0.465,0.0,Calm
0.565,0.593,0.429,120.509,-5.864,0.0288,0.0883,0.0,Calm
0.767,0.83,0.187,75.023,-8.78,0.209,0.206,0.836,Energetic
0.628,0.523,0.416,169.982,-8.307,0.701,0.0946,0.00274,Calm
0.777,0.934,0.637,88.009,-0.959,0.285,0.254,3.86e-05,Energetic
0.755,0.927,0.702,109.952,0.254,0.00288,0.0645,0.925,Happy
0.741,0.62,0.934,117.038,-5.505,0.0295,0.0412,0.000809,Happy
0.537,0.64,0.222,130.051,-10.441,0.146,0.104,0.878,Calm
0.817,0.963,0.502,130.028,-3.318,0.0683,0.0353,0.767,Energetic
0.864,0.556,0.726,99.974,-7.683,0.255,0.194,3.85e-06,Calm
0.877,0.803,0.795,130.028,-3.195,0.734,0.0507,0.056,Happy
0.911,0.573,0.972,140.04,-7.43,0.38,0.288,0.0,Calm
0.848,0.629,0.586,130.017,-6.198,0.016,0.0424,0.18,Calm
0.58,0.777,0.589,108.005,-5.69,0.104,0.0655,0.0,Energetic
0.65,0.539,0.253,158.105,-7.281,0.00617,0.0561,2.67e-05,Calm
0.673,0.672,0.14,136.902,-8.577,0.0466,0.224,0.000284,Calm
0.687,0.818,0.886,125.952,-4.221,0.0112,0.0778,0.0,Happy
0.755,0.687,0.381,123.01,-6.247,0.183,0.101,0.000177,Calm
0.83,0.919,0.848,151.221,-2.12,0.503,0.145,0.748,Happy
0.593,0.738,0.591,130.0,-2.956,0.269,0.0351,0.968,Calm
0.613,0.81,0.686,150.251,-6.16,0.832,0.488,0.899,Energetic
0.628,0.967,0.399,149.036,-4.068,0.0398,0.0485,4.67e-05,Energetic
0.686,0.897,0.355,129.975,-7.18,0.0103,0.0386,0.103,Energetic
0.696,0.793,0.698,120.003,-5.733,0.0683,0.097,3.78e-06,Energetic
0.805,0.781,0.818,128.001,-7.225,0.002,0.0434,0.302,Happy
0.721,0.848,0.774,135.048,-3.371,0.26,0.0266,2.11e-06,Happy
0.773,0.742,0.571,114.071,-3.678,0.0206,0.046,0.0,Calm
0.824,0.527,0.212,77.499,-5.506,0.149,0.118,0.0,Calm
0.475,0.655,0.245,163.997,-7.342,0.0306,0.33,0.0,Calm
0.762,0.895,0.757,125.985,-4.562,0.00623,0.0734,0.142,Happy
0.737,0.915,0.304,154.964,-2.749,0.00322,0.0412,2.58e-05,Energetic
0.815,0.85,0.694,106.036,-4.704,0.0232,0.113,0.000143,Energetic
0.76,0.546,0.113,118.051,-13.092,0.0284,0.0616,0.924,Calm
0.585,0.86,0.607,146.441,-5.274,0.0566,0.116,0.000142,Energetic
0.654,0.636,0.267,75.486,-6.904,0.00258,0.0845,0.0,Calm
0.588,0.765,0.492,145.988,-5.914,0.00685,0.0518,3.23e-05,Energetic
0.681,0.758,0.331,165.409,-6.524,0.00465,0.188,0.0,Energetic
0.501,0.683,0.623,145.379,-7.881,0.109,0.211,9.25e-05,Calm
0.726,0.819,0.636,110.14,-7.094,0.477,0.106,9.65e-05,Energetic
0.782,0.529,0.44,112.014,-8.626,0.509,0.0592,1.42e-06,Calm
0.502,0.634,0.645,101.837,-3.367,0.677,0.144,0.0341,Calm
0.754,0.841,0.838,147.989,-4.563,0.136,0.0921,0.0,Happy
0.683,0.814,0.758,93.482,-3.505,0.277,0.0466,0.00826,Happy
0.749,0.792,0.903,113.981,-4.621,0.308,0.0402,1.63e-05,Happy
0.374,0.705,0.718,197.98,-8.37,0.172,0.145,0.0,Happy
0.737,0.648,0.746,93.2,-5.493,0.252,0.138,6.92e-06,Happy
0.897,0.719,0.546,113.012,-7.164,0.116,0.157,0.000531,Calm
0.578,0.52,0.425,95.865,-8.399,0.554,0.151,3.38e-06,Calm
0.49,0.651,0.567,67.813,-6.259,0.714,0.138,7.59e-06,Calm
0.574,0.935,0.836,166.008,-2.783,0.112,0.0926,1.07e-06,Happy
0.577,0.941,0.292,101.921,-5.17,0.00207,0.105,3.36e-06,Energetic
0.531,0.794,0.775,149.923,-4.363,0.0176,0.0964,0.0,Happy
0.479,0.898,0.639,151.99,-4.809,0.0134,0.169,0.0,Energetic
0.853,0.822,0.746,157.013,-6.836,0.0841,0.246,0.00985,Happy
0.545,0.905,0.735,141.131,-3.823,0.103,0.0684,0.0,Happy
0.695,0.571,0.726,101.955,-6.249,0.032,0.111,3.58e-06,Calm
0.693,0.811,0.944,139.959,-5.765,0.395,0.0313,0.0,Happy
0.576,0.808,0.172,115.063,-4.241,0.00615,0.0407,0.0,Energetic
0.436,0.951,0.428,169.955,-4.748,0.0046,0.202,0.0,Energetic
0.829,0.514,0.757,82.05,-5.333,0.439,0.0531,1.45e-06,Calm
0.543,0.836,0.56,105.173,-9.11,0.000647,0.0353,0.431,Energetic
0.285,0.908,0.669,159.756,-4.601,0.0318,0.0705,0.00909,Energetic
0.43,0.704,0.703,118.242,-8.008,0.000155,0.0804,0.00221,Happy
0.417,0.934,0.287,127.066,-3.908,0.000278,0.119,0.0015,Energetic
0.283,0.891,0.226,92.049,-8.165,0.00678,0.178,0.0038,Energetic
0.437,0.695,0.413,102.178,-9.447,0.00111,0.0617,0.0857,Calm
0.365,0.763,0.342,148.366,-9.45,0.00726,0.0591,0.000457,Energetic
0.415,0.908,0.437,114.816,-9.701,0.00437,0.0765,0.0345,Energetic
0.354,0.982,0.194,143.772,-3.026,0.000237,0.168,0.000294,Energetic
0.577,0.828,0.604,123.257,-8.691,0.00213,0.0298,0.0114,Energetic
0.58,0.916,0.683,118.004,-4.358,0.000297,0.0387,0.0259,Energetic
0.353,0.898,0.525,103.299,-5.877,2.23e-05,0.052,0.105,Energetic
0.59,0.963,0.586,125.033,-6.489,8.75e-05,0.0676,0.000105,Energetic
0.554,0.949,0.233,129.984,-4.928,0.000318,0.0787,9.98e-05,Energetic
0.443,0.781,0.372,71.841,-4.277,1.33e-05,0.0377,0.205,Energetic
0.567,0.714,0.191,107.441,-8.512,0.0012,0.0302,0.417,Calm
0.669,0.821,0.684,94.895,-4.37,0.00182,0.29,0.0,Energetic
0.916,0.72,0.761,103.314,-8.548,0.36,0.1,0.00016,Happy
0.836,0.661,0.753,76.71,-6.502,0.0208,0.338,0.0,Happy
0.883,0.733,0.946,95.107,-9.153,0.161,0.128,0.00026,Happy
0.929,0.463,0.755,124.084,-8.651,0.143,0.308,5.3e-06,Calm
0.816,0.775,0.527,93.431,-3.323,0.16,0.234,0.00031,Energetic
0.901,0.697,0.67,93.941,-3.439,0.145,0.28,0.0,Calm
0.535,0.505,0.495,99.935,-8.926,0.0393,0.245,0.0,Calm
0.874,0.63,0.717,95.0,-3.585,0.0578,0.298,0.00479,Happy
0.763,0.786,0.504,93.857,-6.472,0.0146,0.229,0.0114,Energetic
0.584,0.706,0.579,174.039,-7.899,0.209,0.366,0.0,Calm
0.9,0.62,0.867,94.121,-6.518,0.2,0.312,0.00156,Happy
0.889,0.818,0.782,96.063,-4.639,0.47,0.253,0.0,Happy
0.669,0.821,0.684,94.895,-4.37,0.00182,0.29,0.0,Energetic
0.512,0.514,0.565,181.033,-11.562,0.555,0.387,0.00958,Calm
0.897,0.611,0.769,102.304,-10.489,0.0291,0.211,0.186,Happy
0.918,0.734,0.608,97.044,-2.832,0.0296,0.269,8.01e-06,Calm
0.665,0.91,0.887,84.099,-4.682,0.0394,0.223,0.0,Happy
0.934,0.735,0.768,101.368,-6.668,0.031,0.251,8.6e-06,Happy
0.773,0.54,0.322,84.115,-7.123,0.371,0.103,0.0,Calm
0.813,0.703,0.241,94.828,-5.077,0.125,0.268,1.26e-06,Calm
0.845,0.884,0.904,104.536,-4.506,0.0128,0.0759,2.1e-06,Happy
0.848,0.666,0.744,96.662,-6.547,0.173,0.274,0.000699,Happy
0.598,0.732,0.595,172.329,-7.013,0.144,0.425,0.0,Calm
0.532,0.767,0.755,127.361,-5.509,0.00287,0.0574,0.000513,Happy
0.645,0.795,0.535,112.067,-12.095,0.347,0.0527,0.00389,Energetic
0.491,0.802,0.472,119.25,-7.106,0.25,0.0392,0.0,Energetic
0.671,0.373,0.732,92.718,-18.064,0.257,0.0323,8.01e-05,Calm
0.31,0.7,0.763,188.386,-5.678,0.011,0.047,0.00965,Happy
0.527,0.942,0.495,148.723,-5.64,0.0115,0.0366,0.0,Energetic
0.541,0.959,0.812,122.805,-2.947,0.0663,0.0505,2.18e-06,Happy
0.509,0.834,0.774,139.13,-6.205,0.0183,0.0386,0.0,Happy
0.743,0.836,0.82,113.375,-6.465,0.0804,0.116,0.0,Happy
0.671,0.712,0.462,113.805,-7.815,0.429,0.0476,0.0,Calm
0.535,0.716,0.901,94.379,-5.025,0.326,0.0431,0.0,Happy
0.631,0.932,0.971,122.431,-4.142,0.0429,0.0354,0.137,Happy
0.572,0.835,0.795,129.981,-6.219,0.171,0.0317,0.000377,Happy
0.623,0.449,0.573,84.383,-13.333,0.212,0.0253,0.0,Calm
0.529,0.843,0.188,117.662,-6.908,0.0628,0.0616,0.000827,Energetic
0.389,0.873,0.303,106.767,-4.768,0.00532,0.0475,0.0055,Energetic
0.558,0.768,0.429,81.909,-9.997,0.121,0.0343,0.0626,Energetic
0.516,0.549,0.907,176.941,-13.741,0.501,0.0373,0.00572,Calm
0.489,0.758,0.435,112.113,-6.491,0.000678,0.0297,0.49,Energetic
0.398,0.952,0.584,122.093,-6.042,0.000373,0.061,7.75e-05,Energetic
0.766,0.478,0.965,114.02,-13.487,0.0513,0.0329,2.49e-06,Calm
0.267,0.953,0.568,84.989,-4.899,0.00211,0.096,0.0,Energetic
0.253,0.803,0.258,150.036,-3.977,0.129,0.0392,0.0146,Energetic
0.526,0.978,0.451,141.167,-5.436,0.00122,0.108,4.75e-05,Energetic
0.561,0.811,0.635,126.59,-6.157,0.00515,0.0265,3.66e-05,Energetic
0.797,0.872,0.866,129.885,-6.727,0.291,0.0575,0.0,Happy
0.285,0.908,0.669,159.756,-4.601,0.0318,0.0705,0.00909,Energetic
0.932,0.528,0.757,109.975,-6.472,0.115,0.161,0.329,Calm
0.691,0.812,0.685,127.568,-7.772,0.0433,0.0558,1.16e-06,Energetic
0.398,0.93,0.725,190.818,-6.76,0.000854,0.0615,0.121,Happy
0.511,0.942,0.498,97.909,-10.407,0.174,0.0429,1.87e-05,Energetic
0.475,0.899,0.603,152.445,-4.321,0.00375,0.0637,1.91e-05,Energetic
0.469,0.96,0.37,131.707,-4.809,0.141,0.0629,1.81e-06,Energetic
0.574,0.96,0.978,117.486,-4.906,0.0457,0.032,0.0,Happy
0.741,0.58,0.944,127.402,-9.05,0.117,0.0304,3.61e-05,Calm
0.365,0.763,0.342,148.366,-9.45,0.00726,0.0591,0.000457,Energetic
0.591,0.804,0.658,111.457,-7.299,0.327,0.0454,5.98e-06,Energetic
0.753,0.427,0.295,119.18,-11.112,0.00787,0.0387,0.00065,Sad
0.799,0.506,0.518,140.309,-9.414,0.0453,0.0606,0.00107,Calm
0.785,0.737,0.971,125.447,-5.306,0.042,0.0363,0.000107,Happy
0.659,0.846,0.659,107.01,-5.508,0.0318,0.0274,0.0144,Energetic
0.553,0.833,0.773,142.663,-6.667,0.000646,0.0347,0.00246,Happy
0.503,0.858,0.419,133.615,-6.296,0.00757,0.0657,0.00234,Energetic
0.531,0.632,0.294,140.176,-5.557,0.16,0.0312,1.14e-05,Calm
0.823,0.691,0.707,119.96,-7.322,0.0774,0.197,1.73e-06,Happy
0.724,0.78,0.72,134.937,-5.407,0.294,0.354,0.0,Happy
0.702,0.693,0.572,87.973,-4.941,0.139,0.191,0.0,Calm
0.682,0.926,0.86,105.969,-2.515,0.0404,0.0607,0.0,Happy
0.668,0.628,0.568,140.053,-4.692,0.129,0.046,0.0,Calm
0.745,0.747,0.363,120.073,-4.278,0.0073,0.0815,1.69e-06,Calm
0.695,0.786,0.465,91.992,-2.048,0.0668,0.0666,1.41e-06,Energetic
0.77,0.597,0.875,170.022,-4.901,0.53,0.223,0.0,Calm
0.875,0.782,0.906,108.038,-3.905,0.151,0.078,0.0,Happy
0.803,0.895,0.757,124.994,-2.888,0.0816,0.0623,5.67e-06,Happy
0.774,0.728,0.461,140.041,-5.079,0.113,0.169,0.0,Calm
