danceability,energy,valence,tempo,loudness,acousticness,speechiness,instrumentalness,mood
0.871,0.5,0.76,101.959,-8.675,0.32,0.103,3.49e-06,Calm
0.801,0.774,0.383,109.945,-3.604,0.00871,0.157,0.0,Energetic
0.644,0.872,0.378,131.016,-1.54,0.164,0.0417,0.0,Energetic
0.521,0.592,0.535,157.969,-7.777,0.308,0.0304,0.0,Calm
0.777,0.783,0.939,149.027,-4.477,0.0283,0.26,0.0,Happy
0.747,0.507,0.438,104.978,-10.171,0.2,0.0358,0.0608,Calm
0.554,0.808,0.372,108.548,-4.169,0.214,0.0368,0.0,Energetic
0.66,0.756,0.838,116.034,-3.743,0.00289,0.032,0.0,Happy
0.487,0.711,0.317,146.921,-4.22,0.000175,0.0322,0.0,Calm
0.494,0.413,0.273,94.938,-10.432,0.682,0.0254,6.72e-05,Sad
0.674,0.907,0.721,112.964,-4.086,0.101,0.064,0.0,Happy
0.694,0.651,0.471,112.648,-6.968,0.496,0.0784,1.36e-05,Calm
0.467,0.247,0.126,148.101,-12.002,0.612,0.0431,0.000271,Sad
0.699,0.776,0.708,103.963,-5.282,0.131,0.0293,5.36e-06,Happy
0.769,0.722,0.57,119.973,-5.485,0.0584,0.0507,2.56e-06,Calm
0.7,0.582,0.785,116.712,-5.96,0.0502,0.0356,0.0,Calm
0.833,0.563,0.343,105.008,-5.593,0.528,0.204,1.27e-05,Calm
0.336,0.627,0.35,150.273,-7.463,0.164,0.0384,0.0,Calm
0.733,0.598,0.935,107.732,-8.228,0.212,0.0278,3.71e-06,Calm
0.472,0.471,0.219,105.029,-5.692,0.151,0.0603,0.0,Sad
0.924,0.668,0.787,128.027,-6.795,0.446,0.0469,0.000594,Happy
0.466,0.872,0.806,184.115,-3.344,0.0156,0.0336,0.0,Happy
0.675,0.586,0.621,107.015,-6.086,0.257,0.0531,0.0,Calm
0.53,0.406,0.338,115.94,-7.507,0.656,0.033,0.0,Sad
0.448,0.369,0.0998,174.097,-9.514,0.968,0.0452,0.272,Sad
0.687,0.627,0.47,155.865,-4.975,0.326,0.181,0.0,Calm
0.612,0.807,0.398,124.053,-2.81,0.0495,0.0336,0.0177,Energetic
0.464,0.417,0.479,67.528,-9.345,0.136,0.0256,0.022,Calm
0.561,0.604,0.242,159.92,-4.409,0.199,0.0337,1.9e-05,Calm
0.558,0.559,0.62,78.558,-9.222,0.371,0.0959,7.49e-06,Calm
0.429,0.661,0.285,173.372,-7.227,0.00239,0.0281,0.000121,Calm
0.505,0.812,0.664,80.09,-3.986,0.285,0.461,0.0,Energetic
0.853,0.56,0.86,134.066,-4.961,0.013,0.0406,0.0,Calm
0.726,0.698,0.867,143.994,-4.165,0.049,0.0431,0.0,Happy
0.739,0.727,0.676,94.99,-5.968,0.0678,0.0426,0.0,Calm
0.392,0.555,0.191,96.063,-6.707,0.287,0.039,0.000253,Calm
0.672,0.52,0.37,120.001,-7.747,0.859,0.0353,0.0,Calm
0.598,0.47,0.879,67.086,-8.744,0.617,0.0496,0.0,Calm
0.264,0.64,0.19,84.828,-6.221,0.0393,0.0442,2.31e-06,Calm
0.635,0.841,0.424,109.021,-5.379,0.0134,0.0422,0.0,Energetic
0.722,0.706,0.599,80.969,-4.857,0.072,0.0292,0.0,Calm
0.482,0.757,0.12,142.579,-4.586,0.0137,0.0355,0.0016,Energetic
0.315,0.715,0.497,155.925,-8.072,0.00125,0.0362,7.97e-06,Calm
0.556,0.864,0.4,105.143,-5.87,0.00958,0.0584,0.0,Energetic
0.74,0.643,0.96,117.025,-5.446,0.041,0.0413,0.00229,Happy
0.633,0.725,0.64,130.504,-4.257,0.0461,0.0427,0.0,Calm
0.483,0.731,0.484,101.654,-6.696,0.436,0.0381,0.0,Calm
0.571,0.928,0.488,127.939,-3.725,0.00932,0.0453,0.0,Energetic
0.745,0.513,0.929,109.935,-9.116,0.783,0.087,0.0,Calm
0.724,0.689,0.936,120.208,-7.174,0.573,0.0524,6.77e-06,Happy
0.525,0.621,0.592,191.868,-7.364,0.0489,0.117,0.0,Calm
0.754,0.424,0.806,119.705,-8.463,0.643,0.0363,0.0,Calm
0.645,0.646,0.295,115.842,-8.334,0.0615,0.0427,3.04e-05,Calm
0.757,0.789,0.464,91.911,-3.46,0.307,0.0583,0.0,Energetic
0.911,0.778,0.345,96.057,-2.248,0.0887,0.262,2.16e-05,Energetic
0.781,0.786,0.759,111.989,-5.211,0.115,0.0885,5.88e-06,Happy
0.584,0.411,0.412,169.934,-7.147,0.869,0.0838,4.47e-05,Calm
0.82,0.804,0.844,110.982,-7.226,0.175,0.0528,0.00215,Happy
0.75,0.522,0.601,110.427,-7.018,0.282,0.0293,0.0,Calm
0.617,0.888,0.771,130.97,-4.567,0.0705,0.0402,0.0,Happy
0.748,0.856,0.927,123.031,-3.517,0.0824,0.0348,0.0,Happy
0.453,0.673,0.266,92.06,-5.649,0.32,0.144,0.0,Calm
0.647,0.686,0.268,79.928,-5.745,0.08,0.0413,1.34e-06,Calm
0.777,0.595,0.546,108.02,-6.79,0.59,0.0375,0.00139,Calm
0.872,0.588,0.93,142.004,-6.276,0.275,0.0492,0.0,Calm
0.876,0.498,0.428,122.016,-7.511,0.0706,0.0478,0.0,Calm
0.839,0.69,0.744,151.991,-4.464,0.207,0.0615,8.33e-06,Happy
0.797,0.616,0.451,103.071,-10.229,0.762,0.375,0.000293,Calm
0.87,0.516,0.53,111.005,-8.006,0.656,0.0541,0.00823,Calm
0.84,0.543,0.74,139.929,-4.941,0.678,0.0568,0.0,Calm
0.919,0.623,0.775,130.037,-6.521,0.184,0.0992,1.63e-05,Happy
0.621,0.782,0.55,128.033,-5.548,0.0125,0.044,0.033,Energetic
0.653,0.524,0.553,83.97,-9.016,0.112,0.0502,0.0,Calm
0.326,0.586,0.295,189.978,-7.966,0.531,0.0605,0.0,Calm
0.892,0.662,0.607,93.976,-3.894,0.169,0.162,1.24e-06,Calm
0.569,0.724,0.562,83.118,-4.076,0.228,0.0474,0.0,Calm
0.537,0.421,0.524,98.224,-8.72,0.827,0.0285,0.0,Calm
0.858,0.665,0.659,100.09,-4.772,0.126,0.152,0.0,Calm
0.832,0.534,0.116,93.924,-7.813,0.345,0.253,0.0,Calm
0.926,0.542,0.564,135.14,-5.064,0.135,0.293,0.0,Calm
0.834,0.73,0.446,155.008,-3.714,0.00513,0.222,0.0,Calm
0.856,0.564,0.483,77.972,-6.295,0.00327,0.392,0.0,Calm
0.77,0.576,0.364,166.162,-11.845,0.138,0.339,0.0,Calm
0.701,0.716,0.732,91.007,-3.671,0.174,0.0361,0.0,Happy
0.8,0.658,0.462,140.042,-6.142,0.25,0.079,0.0,Calm
0.569,0.882,0.201,148.038,-2.777,0.0316,0.06,0.0,Energetic
0.897,0.662,0.39,112.509,-6.903,0.0852,0.292,0.0,Calm
0.963,0.346,0.562,119.957,-9.309,0.0355,0.53,0.0,Calm
0.747,0.524,0.363,140.053,-6.807,0.0306,0.245,0.0,Calm
0.906,0.444,0.678,140.063,-8.692,0.136,0.384,6.44e-05,Calm
0.772,0.639,0.261,168.112,-7.119,0.15,0.467,0.0,Calm
0.964,0.487,0.108,127.05,-6.071,0.00127,0.421,6.07e-06,Sad
0.884,0.347,0.376,75.016,-8.227,0.015,0.35,7e-06,Sad
0.962,0.619,0.154,127.956,-5.562,0.0354,0.405,0.0,Calm
0.793,0.395,0.128,76.984,-5.578,0.277,0.385,1.4e-05,Sad
0.797,0.353,0.0731,87.997,-9.931,0.59,0.369,0.0,Sad
0.877,0.516,0.255,119.996,-5.426,0.215,0.0706,0.0,Calm
0.867,0.744,0.645,84.005,-5.171,0.268,0.227,0.0,Calm
0.567,0.515,0.321,120.1,-10.265,0.354,0.247,0.0,Calm
0.97,0.463,0.46,108.003,-7.259,0.0957,0.366,0.0,Calm
0.767,0.662,0.259,143.943,-4.856,0.103,0.0578,0.0,Calm
0.847,0.622,0.22,130.001,-6.747,0.119,0.0903,0.0,Calm
0.71,0.701,0.564,134.039,-5.415,0.0105,0.0317,0.0,Calm
0.477,0.727,0.227,150.062,-4.053,0.000866,0.286,0.0,Calm
0.846,0.48,0.419,143.029,-8.618,0.269,0.359,0.0,Calm
0.665,0.651,0.237,163.935,-5.515,0.0414,0.156,0.0,Calm
0.623,0.692,0.566,79.899,-5.122,0.328,0.0504,0.0,Calm
0.823,0.572,0.568,141.996,-6.067,0.0079,0.0865,0.0,Calm
0.65,0.613,0.0804,149.972,-6.13,0.00336,0.128,0.0,Calm
0.671,0.529,0.203,161.989,-7.226,0.0769,0.307,0.000335,Calm
0.776,0.736,0.233,147.946,-4.612,0.0802,0.247,0.0,Calm
0.778,0.801,0.914,104.986,-7.326,0.692,0.106,0.000155,Happy
0.726,0.819,0.636,110.14,-7.094,0.477,0.106,9.65e-05,Energetic
0.49,0.651,0.567,67.813,-6.259,0.714,0.138,7.59e-06,Calm
0.547,0.653,0.163,150.097,-3.875,0.456,0.081,0.0,Calm
0.64,0.552,0.112,144.941,-5.679,0.0215,0.129,0.0,Calm
0.765,0.552,0.492,119.476,-7.524,0.175,0.309,0.0,Calm
0.882,0.764,0.886,140.113,-5.241,0.359,0.204,0.0,Happy
0.502,0.634,0.645,101.837,-3.367,0.677,0.144,0.0341,Calm
0.869,0.64,0.535,112.984,-7.677,0.011,0.0424,0.00119,Calm
0.897,0.719,0.546,113.012,-7.164,0.116,0.157,0.000531,Calm
0.573,0.668,0.145,87.973,-4.356,0.189,0.0467,4.01e-05,Calm
0.578,0.52,0.425,95.865,-8.399,0.554,0.151,3.38e-06,Calm
0.754,0.841,0.838,147.989,-4.563,0.136,0.0921,0.0,Happy
0.501,0.683,0.623,145.379,-7.881,0.109,0.211,9.25e-05,Calm
0.737,0.648,0.746,93.2,-5.493,0.252,0.138,6.92e-06,Happy
0.716,0.541,0.387,139.978,-7.909,0.0021,0.149,0.0,Calm
0.774,0.874,0.927,118.079,-5.641,0.142,0.0488,0.34,Happy
0.672,0.52,0.37,120.001,-7.747,0.859,0.0353,0.0,Calm
0.604,0.366,0.13,141.981,-7.519,0.578,0.0282,0.0,Sad
0.53,0.422,0.349,119.964,-6.262,0.407,0.0342,0.0,Sad
0.422,0.264,0.331,119.93,-7.064,0.922,0.0322,0.0,Sad
0.778,0.547,0.442,95.0,-7.273,0.344,0.0489,0.000306,Calm
0.663,0.706,0.474,122.013,-4.972,0.0654,0.0383,0.0,Calm
0.468,0.779,0.26,173.799,-4.839,0.112,0.0779,0.000373,Energetic
0.429,0.661,0.285,173.372,-7.227,0.00239,0.0281,0.000121,Calm
0.689,0.454,0.912,159.982,-7.643,0.0351,0.0584,0.00259,Calm
0.315,0.715,0.497,155.925,-8.072,0.00125,0.0362,7.97e-06,Calm
0.664,0.5,0.801,117.896,-6.935,0.799,0.0651,0.0,Calm
0.612,0.28,0.387,72.795,-8.648,0.932,0.0434,0.0,Sad
0.6,0.663,0.286,121.07,-5.802,0.225,0.0477,0.0,Calm
0.445,0.537,0.131,122.769,-8.532,0.695,0.04,1.65e-05,Calm
0.617,0.635,0.446,103.019,-6.769,0.0498,0.0317,1.44e-05,Calm
0.351,0.296,0.12,115.284,-10.109,0.934,0.0333,0.0,Sad
0.74,0.697,0.732,138.992,-4.912,0.0268,0.034,0.0,Happy
0.825,0.652,0.931,95.977,-3.183,0.581,0.0802,0.0,Happy
0.369,0.192,0.148,175.212,-12.151,0.555,0.04,8.35e-06,Sad
0.635,0.841,0.424,109.021,-5.379,0.0134,0.0422,0.0,Energetic
0.358,0.557,0.494,85.043,-7.398,0.695,0.059,0.0,Calm
0.684,0.607,0.498,81.001,-8.127,0.0267,0.1,0.000307,Calm
0.599,0.448,0.168,95.05,-6.312,0.163,0.0232,0.0,Sad
0.557,0.442,0.213,146.277,-7.224,0.731,0.0243,1.46e-05,Sad
0.346,0.552,0.0789,75.881,-6.864,0.417,0.0282,0.0,Calm
0.604,0.822,0.288,167.997,-4.833,0.00672,0.0438,0.134,Energetic
0.359,0.543,0.453,68.534,-7.582,0.492,0.0919,1.58e-05,Calm
0.695,0.763,0.551,120.042,-3.497,0.189,0.0396,0.00242,Energetic
0.357,0.425,0.27,102.078,-7.301,0.584,0.0333,0.0,Sad
0.601,0.741,0.441,153.96,-5.569,0.185,0.0478,2.91e-05,Calm
0.742,0.713,0.879,120.032,-5.522,0.0205,0.0303,0.0,Happy
0.614,0.379,0.201,107.989,-10.48,0.607,0.0476,0.000464,Sad
0.752,0.754,0.755,149.789,-6.684,0.0151,0.0615,0.0,Happy
0.209,0.417,0.124,138.178,-8.74,0.164,0.0338,0.00196,Sad
0.712,0.603,0.67,97.994,-5.52,0.186,0.0262,0.0,Calm
0.459,0.574,0.183,111.881,-4.857,0.608,0.0577,0.0,Calm
0.633,0.648,0.49,96.888,-6.645,0.121,0.062,2.62e-06,Calm
0.585,0.776,0.427,77.987,-5.898,0.0572,0.0459,7.74e-06,Energetic
0.449,0.585,0.212,139.631,-6.761,0.0509,0.0268,8.75e-05,Calm
0.775,0.327,0.595,91.05,-7.241,0.841,0.0557,0.0,Calm
0.781,0.445,0.591,78.998,-6.061,0.474,0.0295,0.0,Calm
0.481,0.638,0.497,79.064,-5.862,0.153,0.0276,0.0,Calm
0.671,0.845,0.775,110.056,-4.93,0.0207,0.048,0.0,Happy
0.704,0.797,0.825,139.994,-5.927,0.0826,0.0475,0.000745,Happy
0.674,0.628,0.552,103.998,-7.079,0.00144,0.03,0.0,Calm
0.712,0.862,0.809,95.051,-4.612,0.0525,0.0378,0.0,Happy
0.765,0.473,0.34,119.992,-5.829,0.287,0.0514,0.0,Sad
0.449,0.465,0.543,89.087,-8.964,0.524,0.0791,1.02e-06,Calm
0.796,0.798,0.942,116.032,-6.312,0.034,0.0317,4.19e-05,Happy
0.63,0.53,0.417,108.038,-7.259,0.4,0.0434,0.0,Calm
0.551,0.55,0.342,101.19,-5.339,0.777,0.0286,0.0,Calm
0.651,0.663,0.465,102.0,-5.569,0.228,0.0281,0.0,Calm
0.677,0.401,0.195,111.825,-8.467,0.712,0.0308,0.0,Sad
0.85,0.699,0.915,114.481,-3.292,0.152,0.0776,0.0,Happy
0.591,0.764,0.478,169.928,-5.484,0.0383,0.0483,0.0,Energetic
0.597,0.45,0.537,178.765,-6.658,0.223,0.0418,0.0,Calm
0.621,0.82,0.452,144.905,-4.865,0.332,0.0367,0.0,Energetic
0.681,0.174,0.231,112.672,-8.745,0.837,0.0315,3.35e-05,Sad
0.752,0.488,0.533,136.07,-7.05,0.293,0.0705,9.2e-06,Calm
0.721,0.738,0.637,119.976,-4.77,0.00226,0.0403,4.41e-06,Calm
0.673,0.902,0.536,100.012,-2.392,0.0591,0.0346,0.000227,Energetic
0.748,0.788,0.884,120.076,-7.055,0.0591,0.0334,0.0,Happy
0.753,0.657,0.437,107.01,-3.061,0.171,0.0449,0.0,Calm
0.516,0.342,0.0993,102.819,-8.985,0.55,0.0425,0.0,Sad
0.601,0.794,0.244,114.066,-5.844,0.00987,0.0671,1.36e-06,Energetic
0.492,0.673,0.488,203.812,-5.431,0.413,0.0347,0.0,Calm
0.674,0.426,0.337,84.876,-9.504,0.12,0.122,0.0,Sad
0.638,0.656,0.225,104.036,-5.886,0.188,0.0357,0.0,Calm
0.56,0.825,0.268,94.931,-3.862,0.323,0.0379,0.0,Energetic
0.627,0.792,0.415,119.054,-4.311,0.13,0.031,3.97e-06,Energetic
0.759,0.54,0.75,116.947,-6.039,0.037,0.0287,0.0,Calm
0.515,0.683,0.572,159.878,-5.099,0.0749,0.0371,2.64e-06,Calm
0.703,0.444,0.712,150.96,-9.331,0.559,0.0417,0.0,Calm
0.558,0.719,0.371,112.027,-5.113,0.0367,0.0267,0.0,Calm
0.864,0.495,0.72,129.062,-7.036,0.591,0.037,0.000133,Calm
0.482,0.706,0.144,92.513,-5.762,0.135,0.0607,0.00106,Calm
0.694,0.495,0.799,103.375,-14.222,0.0137,0.0329,0.00351,Calm
0.553,0.586,0.443,126.684,-6.319,0.697,0.0362,0.0,Calm
0.52,0.903,0.652,74.988,-5.497,0.00517,0.042,0.0,Energetic
0.459,0.331,0.271,72.023,-12.603,0.817,0.0421,0.00104,Sad
0.564,0.714,0.33,175.924,-4.987,0.0549,0.129,0.0,Calm
0.719,0.798,0.591,120.012,-4.582,0.0162,0.0361,2.34e-06,Energetic
0.491,0.588,0.193,113.608,-6.177,0.0281,0.0506,2.01e-06,Calm
0.5,0.71,0.419,89.929,-3.015,0.19,0.0339,0.00025,Calm
0.286,0.445,0.278,50.827,-8.087,0.355,0.0347,0.0,Sad
0.728,0.415,0.455,114.145,-6.852,0.401,0.0639,0.0,Calm
0.494,0.632,0.0797,147.873,-6.89,0.682,0.0342,0.0,Calm
0.464,0.473,0.604,75.801,-10.086,0.866,0.129,0.0,Calm
0.508,0.72,0.472,79.983,-5.908,0.272,0.0628,0.0,Calm
0.378,0.638,0.735,184.086,-5.576,0.02,0.075,7.66e-05,Happy
0.644,0.549,0.167,90.04,-5.415,0.0209,0.0285,8.85e-06,Calm
0.49,0.725,0.335,123.28,-3.304,0.123,0.0392,2.68e-05,Calm
0.654,0.63,0.43,89.991,-4.644,0.153,0.0259,0.0,Calm
0.398,0.316,0.174,118.582,-7.031,0.805,0.0368,0.0,Sad
0.666,0.922,0.758,130.007,-4.645,0.000348,0.0352,0.0,Happy
0.349,0.348,0.0886,74.541,-6.142,0.726,0.0316,0.0,Sad
0.399,0.787,0.572,117.089,-2.88,0.0197,0.0499,6.07e-05,Energetic
0.6,0.465,0.0682,113.81,-4.951,0.643,0.0314,1.48e-06,Sad
0.726,0.698,0.867,143.994,-4.165,0.049,0.0431,0.0,Happy
0.679,0.587,0.486,186.003,-7.015,0.141,0.276,6.35e-06,Calm
0.908,0.669,0.662,112.238,-2.827,0.00286,0.0738,0.0,Calm
0.825,0.652,0.931,95.977,-3.183,0.581,0.0802,0.0,Happy
0.671,0.939,0.53,129.024,-3.206,0.191,0.161,0.0,Energetic
0.573,0.902,0.876,84.412,-7.638,0.018,0.054,0.00125,Happy
0.778,0.824,0.758,100.024,-5.892,0.284,0.0707,0.0,Happy
0.894,0.791,0.583,105.018,-4.699,0.0183,0.112,0.0,Energetic
0.578,0.866,0.619,128.038,-3.804,0.00701,0.0619,0.0,Energetic
0.532,0.887,0.794,122.509,-3.757,0.0778,0.0335,0.000206,Happy
0.532,0.783,0.643,124.08,-5.697,0.0038,0.0523,0.0012,Energetic
0.774,0.838,0.924,143.04,-3.914,0.0249,0.114,0.025,Happy
0.692,0.711,0.875,125.135,-7.498,0.225,0.0317,0.0,Happy
0.755,0.837,0.714,120.028,-2.718,0.0991,0.142,0.0,Happy
0.655,0.76,0.409,99.947,-3.669,0.0797,0.045,0.0,Energetic
0.543,0.87,0.754,100.804,-6.514,0.358,0.0428,0.000939,Happy
0.646,0.823,0.418,128.035,-4.123,0.213,0.0394,0.0,Energetic
0.729,0.807,0.765,114.742,-6.492,0.181,0.0936,0.75,Happy
0.581,0.963,0.788,129.992,-4.087,0.0295,0.0981,0.0,Happy
0.527,0.835,0.654,125.983,-5.298,0.0166,0.0433,0.0,Energetic
0.663,0.861,0.654,119.963,-3.398,0.0338,0.109,0.0,Energetic
0.759,0.699,0.907,92.96,-5.745,0.202,0.0307,0.000131,Happy
0.843,0.806,0.613,94.948,-5.946,0.143,0.269,0.0,Energetic
0.851,0.806,0.774,119.001,-4.618,0.119,0.0787,1.72e-06,Happy
0.721,0.802,0.724,124.022,-5.797,0.0921,0.0583,0.0,Happy
0.596,0.856,0.743,127.949,-3.556,0.0211,0.0346,0.0178,Happy
0.709,0.824,0.867,118.818,-8.824,0.207,0.0453,0.000307,Happy
0.533,0.869,0.425,159.805,-5.093,0.156,0.173,0.00538,Energetic
0.788,0.844,0.382,113.324,-3.131,0.25,0.0334,0.000678,Energetic
0.818,0.803,0.632,106.97,-4.282,0.034,0.0797,0.0,Energetic
0.71,0.799,0.725,120.372,-4.897,0.22,0.0328,0.000602,Happy
0.509,0.834,0.774,139.13,-6.205,0.0183,0.0386,0.0,Happy
0.646,0.795,0.796,89.99,-3.293,0.0319,0.0976,0.0,Happy
0.782,0.58,0.66,120.021,-6.548,0.0114,0.0407,2.28e-06,Calm
0.742,0.882,0.463,102.04,-2.862,0.0466,0.117,0.0,Energetic
0.604,0.787,0.301,126.062,-3.674,0.0679,0.103,0.15,Energetic
0.967,0.583,0.964,117.0,-5.562,0.0584,0.0789,0.0,Calm
0.744,0.766,0.61,127.966,-6.375,0.0873,0.0265,0.0,Energetic
0.845,0.567,0.793,125.02,-8.118,0.59,0.0956,0.00142,Calm
0.834,0.669,0.547,122.669,-5.582,0.0341,0.0637,7.18e-05,Calm
0.768,0.864,0.891,110.009,-6.149,0.101,0.0324,0.0,Happy
0.722,0.761,0.624,128.046,-4.46,0.0119,0.0475,0.0,Energetic
0.751,0.834,0.894,95.053,-5.444,0.3,0.0437,1.77e-05,Happy
0.5,0.501,0.623,144.438,-8.284,0.462,0.0376,0.0,Calm
0.822,0.739,0.745,118.99,-4.541,0.0264,0.0311,4.28e-05,Happy
0.414,0.857,0.348,128.024,-4.078,0.0287,0.0808,0.00574,Energetic
0.613,0.574,0.755,125.18,-7.961,0.0253,0.467,3.13e-05,Calm
0.749,0.491,0.536,119.528,-9.655,0.02,0.0403,0.00899,Calm
0.612,0.84,0.438,129.042,-3.145,0.112,0.0509,0.0,Energetic
0.636,0.815,0.636,123.063,-5.098,0.0185,0.0581,0.0,Energetic
0.892,0.714,0.817,100.972,-6.055,0.201,0.141,0.000234,Happy
0.707,0.814,0.717,124.921,-4.509,0.0861,0.0577,0.0,Happy
0.652,0.917,0.459,132.975,-6.72,0.0082,0.0548,0.0,Energetic
0.729,0.844,0.777,131.459,-8.824,0.149,0.0344,2.87e-06,Happy
0.766,0.563,0.964,126.007,-7.516,0.0263,0.0339,0.683,Calm
0.951,0.6,0.822,125.04,-4.675,0.106,0.0685,0.0,Happy
0.503,0.726,0.529,121.981,-5.456,0.0159,0.167,7.98e-05,Calm
0.579,0.736,0.613,127.999,-3.863,0.31,0.0527,0.0,Calm
0.73,0.777,0.575,130.003,-5.194,0.105,0.0496,0.000486,Energetic
0.554,0.783,0.813,105.39,-5.852,0.416,0.0457,1.54e-06,Happy
0.911,0.551,0.969,92.887,-3.75,0.133,0.045,4.35e-05,Calm
0.647,0.8,0.942,160.078,-5.384,0.0647,0.165,0.0,Happy
0.779,0.64,0.499,99.017,-8.415,0.000155,0.159,0.000766,Calm
0.72,0.808,0.869,126.041,-5.627,0.00793,0.0379,0.0293,Happy
0.798,0.625,0.858,93.764,-9.689,0.00547,0.0548,7.98e-05,Happy
0.608,0.86,0.437,127.075,-5.324,0.0991,0.0554,0.0,Energetic
0.794,0.811,0.862,116.047,-8.966,0.0426,0.038,1.07e-06,Happy
0.584,0.889,0.464,126.04,-5.941,0.0462,0.0343,0.828,Energetic
0.92,0.654,0.847,117.046,-3.051,0.0236,0.0401,0.0153,Happy
0.673,0.758,0.542,135.956,-3.632,0.039,0.158,0.0,Energetic
0.535,0.716,0.901,94.379,-5.025,0.326,0.0431,0.0,Happy
0.646,0.77,0.681,99.165,-6.596,0.00249,0.226,0.0,Energetic
0.631,0.927,0.465,123.962,-2.787,0.199,0.0332,0.119,Energetic
0.641,0.922,0.847,146.078,-4.457,0.0291,0.0786,0.0,Happy
0.747,0.716,0.751,125.006,-2.457,0.135,0.0751,0.0,Happy
0.867,0.646,0.67,88.634,-4.674,0.303,0.288,0.0,Calm
0.597,0.87,0.944,109.901,-11.97,0.0119,0.0371,0.166,Happy
0.616,0.869,0.473,127.966,-3.911,0.0283,0.0327,0.0,Energetic
0.67,0.855,0.648,120.05,-3.035,0.0124,0.0499,0.0,Energetic
0.749,0.748,0.827,137.547,-7.011,0.295,0.0323,0.000443,Happy
0.731,0.738,0.958,117.656,-8.125,0.184,0.0377,0.0,Happy
0.666,0.83,0.702,113.03,-5.715,0.0123,0.0751,0.0,Happy
0.802,0.756,0.963,131.715,-10.791,0.0843,0.0349,0.00765,Happy
0.544,0.915,0.51,126.094,-3.405,0.129,0.0841,0.000914,Energetic
0.737,0.86,0.656,93.989,-2.652,0.11,0.0593,1.94e-06,Energetic
0.722,0.851,0.452,126.885,-3.873,0.0319,0.0639,0.0,Energetic
0.723,0.809,0.274,98.007,-3.081,0.00346,0.0625,0.00123,Energetic
0.706,0.89,0.684,128.011,-4.444,0.0588,0.0688,0.00286,Energetic
0.79,0.593,0.72,119.958,-9.204,0.0983,0.0776,0.00202,Calm
0.735,0.766,0.6,127.975,-4.485,0.025,0.0383,0.00141,Energetic
0.572,0.835,0.795,129.981,-6.219,0.171,0.0317,0.000377,Happy
0.56,0.872,0.682,126.05,-4.269,0.0239,0.14,6.98e-06,Energetic
0.706,0.751,0.195,91.031,-6.323,0.173,0.0708,0.0,Energetic
0.686,0.702,0.29,129.948,-5.325,0.00637,0.0455,4.46e-05,Calm
0.704,0.861,0.636,128.99,-4.221,0.587,0.0493,0.0615,Energetic
0.572,0.655,0.392,122.49,-7.027,0.00579,0.0344,3.41e-06,Calm
0.85,0.7,0.724,101.875,-6.49,0.0607,0.0478,1.66e-06,Happy
0.622,0.807,0.892,174.06,-6.752,0.103,0.408,0.0,Happy
0.613,0.697,0.476,122.746,-8.618,0.0194,0.133,0.0,Calm
0.869,0.648,0.9,125.035,-8.698,0.121,0.0633,2.17e-05,Happy
0.529,0.843,0.188,117.662,-6.908,0.0628,0.0616,0.000827,Energetic
0.794,0.832,0.871,107.657,-4.862,0.237,0.0407,1.14e-05,Happy
0.627,0.954,0.312,128.016,-4.804,0.0015,0.0425,0.000814,Energetic
0.731,0.853,0.605,108.016,-4.219,0.0352,0.0363,0.0,Energetic
0.625,0.842,0.26,111.038,-5.285,0.264,0.0376,2.12e-05,Energetic
0.706,0.842,0.861,132.032,-3.956,7.73e-05,0.0417,0.0,Happy
0.614,0.928,0.879,172.656,-4.806,0.0408,0.0516,0.00104,Happy
0.956,0.741,0.911,107.075,-4.753,0.204,0.124,0.0,Happy
0.684,0.675,0.924,107.064,-8.123,0.163,0.0257,0.0,Happy
0.812,0.879,0.962,129.991,-10.998,0.017,0.0397,0.224,Happy
0.975,0.711,0.815,110.621,-3.904,0.168,0.0632,0.000552,Happy
0.766,0.772,0.919,128.168,-9.362,0.403,0.0353,0.0584,Happy
0.707,0.535,0.641,103.644,-19.793,0.113,0.0436,0.00615,Calm
0.715,0.833,0.612,95.487,-5.379,0.00631,0.108,0.0,Energetic
0.878,0.821,0.947,118.881,-9.875,0.126,0.089,0.0461,Happy
